image_idx,label,grad_norm
0,5,0.8982517925394178
2,4,1.106717330112054
3,1,1.173003734853672
5,2,0.7276812820347259
6,1,1.4340817533978434
7,3,0.6428855147932111
8,1,1.002073960687628
10,3,1.0360258880394684
11,5,1.0947796556884009
12,3,0.6669650237867437
16,2,1.050259504212952
17,8,0.8345220933582904
20,4,0.8907423677434436
22,9,1.125834179667866
23,1,1.1683217730906554
24,1,1.2398769640836051
25,2,0.7264567168064685
26,4,1.1238308277641336
27,3,0.8655791735674634
28,2,0.7124914809436744
30,3,0.8263782057615382
31,8,0.6992283294006251
32,6,1.1809174653889496
37,0,0.7098325807832537
38,7,1.201129595162704
39,6,1.112091775835397
40,1,1.1526661620981717
42,7,1.1030569231502358
44,3,1.4122641064930022
45,9,1.0862380439222163
46,8,1.0669079914258268
48,9,1.3021709679002809
49,2,1.0452267778026936
49,3,0.7110516768149688
52,7,0.926339299432878
54,9,1.0607150033929142
56,0,0.8301848688019068
57,9,1.2385665823618635
58,4,0.9247182540572816
60,4,0.8443779116506271
61,4,1.0342419348137857
63,0,0.7887875655192036
67,1,1.0694096841617722
70,1,1.2849104081768505
71,7,1.3057757925322009
72,1,0.9262474060228645
73,6,0.8999407983230325
74,3,1.1387684526437813
75,0,0.713244361077744
76,2,1.0202135077935501
77,1,1.2596042804760998
79,7,1.242417917003563
81,0,0.6633402682631128
82,2,0.6772658184969844
83,6,0.9226514561251312
84,7,1.423577376123713
85,8,0.8668766084591523
87,9,1.0219825702472636
88,0,0.6967595233154306
89,4,0.8847640041875552
91,7,1.496961082149167
92,4,1.144417921058045
93,6,0.8737376981180118
94,8,0.9622372266802217
96,7,1.3425630569313316
98,3,1.354227748472076
99,1,1.0283166288562942
100,5,1.3390262341415933
101,7,0.8270180990961975
102,1,1.0337644899332883
103,7,1.2058592724005104
104,1,1.1329984051856423
105,1,1.1786319484114254
107,3,0.769817690491601
109,2,1.3044957704107665
110,9,1.171751762906376
113,1,1.2169645202595325
116,9,0.9771223619685069
117,2,0.6478636224083449
118,0,0.8158254868551768
120,2,0.6682034331473484
122,2,1.3415789520352202
123,7,1.1941963901719022
126,6,0.9959954746980069
128,1,1.3682692219361008
129,6,0.8924317901689649
134,1,1.311461541300795
135,3,0.6695609303532714
136,3,1.2521812022176768
138,5,0.9609712491203587
140,7,1.1304855523650092
141,7,1.1928887162312025
142,4,1.3153546709481427
143,2,0.9562027588121075
147,6,1.0151079749964518
148,7,1.237669022615388
149,3,0.7505149146352383
150,4,1.0503646269564157
151,6,1.0096352020916195
152,1,1.1854855880130428
153,9,1.1944794597202668
154,9,1.2057501601063407
155,6,0.8184228659699057
156,0,0.9984129715803137
157,3,0.6770196452609939
158,7,1.1915104508347716
161,2,0.6738893036023688
161,5,1.1824256807857232
163,4,1.0288678467083443
164,4,0.6437646797607922
165,6,0.8767318313411322
169,0,0.6633365970590438
170,9,1.2900887557132248
171,2,0.6489506750787413
173,5,0.9413622964835899
178,2,1.1988500687264068
179,3,0.6788774048516324
181,3,0.6447562896423206
182,5,0.8885217217288002
183,9,1.321810956566117
186,6,1.018995738781699
188,8,0.8771427606126168
189,2,0.6530153399467631
190,2,1.121089622484931
193,7,0.9113768626292881
196,7,1.154845160570345
197,8,0.9078321666381088
198,3,0.9431047831103745
202,8,0.8889441528596629
206,0,0.7233426501757328
207,3,0.8256217613417325
208,1,1.2435609137605494
210,0,1.0799382663721848
211,1,1.3491448204084513
214,7,0.947059177242673
216,0,0.922497457195615
219,5,0.946194102915034
221,6,0.7119193920111351
222,4,0.6711153330417728
223,7,1.0873893293877797
225,8,0.6548373763884483
227,9,1.3110260099805726
228,3,1.3095642603505526
229,0,0.6529056883348736
230,7,1.261810951501109
231,1,1.2864419505944402
233,2,0.7418712080255341
236,5,0.9605500584018265
237,4,1.2144546380123409
239,5,1.1905692246130772
240,8,1.1694504096999152
242,3,0.7197593899360337
243,7,1.0883841877764724
244,5,0.6369037955837268
245,6,1.4588825431598071
245,8,0.7748012476377281
246,0,0.8902766215101933
247,9,1.246116338350663
248,1,1.472131124873976
249,0,0.6988426197163425
251,1,1.2970533507289363
252,2,0.9475002665439582
253,2,0.7481686415159671
254,3,0.8758849899262198
255,5,0.8438630595936157
257,4,0.9920868327424417
258,7,1.2833078597630556
259,5,1.1628377226708282
261,6,0.8404020147279323
262,2,1.1975768954705424
263,7,1.0078165470907074
264,9,1.2932830015138403
265,8,0.6514033925990931
267,9,1.465667192614249
268,2,1.1529472246263852
269,1,1.1941140027881625
270,1,0.6945181013631524
271,4,1.2502848778333506
272,4,0.7633825929332302
274,6,1.1505045879802083
276,1,0.858332826086564
278,5,1.1591343111396175
280,9,1.1587550688269286
281,3,0.7910061887195089
282,9,1.2300964628473454
283,0,0.8443399788959794
284,5,0.7562450727543405
285,9,1.4050347026114463
286,6,0.7249634073686679
288,7,1.4561512477305993
289,4,1.2006736768883102
290,1,1.1568993782020944
291,3,1.0689276966065915
293,0,0.7662515421304885
295,8,0.9519598393973534
296,0,0.7982958983167581
297,4,1.0010134484942301
298,3,0.7418371670600564
299,6,0.7608112900528035
301,7,1.2010809057386247
302,6,0.8950836798526073
303,0,0.7703153964177947
304,9,1.1697178780018693
305,7,1.1679937099509936
306,5,0.7315486446477383
307,7,1.170620659978116
308,2,0.761448887887197
310,1,0.972709453190978
311,6,1.0044028903079407
312,8,0.7465414413079272
315,1,1.1786295233974806
318,2,1.0923015474857656
319,9,1.1238357094891938
320,0,0.7672362688325481
321,3,0.8660613458235935
322,9,1.303269392449287
324,7,1.077056810899995
325,2,0.636904957425178
327,3,0.8770788744934307
328,5,0.7819330107988781
330,3,1.1552260852729905
331,6,1.000133429137638
332,5,1.001181129135026
333,8,0.5859208042916848
335,5,1.071037241414383
336,4,1.2933608280681745
338,4,1.1459702268479057
339,2,0.653085599018544
340,7,1.2411707177267643
343,8,0.8088683386816828
344,9,1.3790537030155656
346,9,1.29202349232841
347,2,0.7151943285159654
348,8,0.7467917174021509
351,1,1.2284777503703228
352,8,0.5996378667022308
354,4,1.421508596953574
355,1,1.2419925503823448
356,3,1.3333157358127772
357,1,1.175690533848965
361,3,0.757236032541295
362,9,1.3463745478082285
363,4,1.3027386691911755
365,2,0.8021477250051636
367,6,0.8998214027840258
368,8,1.1096483428980295
369,4,1.1133398743997378
370,7,1.2966008476209276
371,7,0.9100921296149795
372,4,1.2569991731832293
373,4,1.2050526391862977
375,2,0.6883328863802848
379,4,1.1928328262385481
380,4,0.7994353921462873
381,2,0.7986926255004577
382,1,1.3248003306941318
384,7,1.1272075137766366
385,2,0.7130103582642855
386,8,0.6454617621834317
388,6,1.205300985321548
389,9,1.250478000863608
390,2,0.9623477463330335
392,3,0.9538959982125919
394,1,1.229032906260564
395,6,0.9145437674223402
397,1,1.137410616971475
398,1,1.0187047502836668
399,0,0.8138313172694899
400,2,0.877765353304489
406,1,1.3088401478415723
407,5,1.1289850507444006
408,1,0.999945133611165
410,2,0.8985675393384454
412,4,0.9733389022761899
413,4,1.1969961783875176
416,1,1.3564030304681
418,8,0.7281935999837911
419,9,1.126228467839286
420,5,1.2125062680900973
421,6,0.8388838367116945
423,9,1.2222707010687244
424,9,1.028555879236184
425,3,0.8953955586021114
426,7,0.6347894360818985
427,0,0.8389894236371004
428,9,1.3152889306224913
433,3,0.9525377954960057
435,0,0.6467698552908429
438,4,0.8702843432741031
439,8,0.8334644198468978
441,9,1.2667193054438326
442,4,1.2777359250217617
443,1,1.216576174178071
446,7,1.0027218999527665
447,1,1.1625623053385687
448,2,0.9877713655915319
449,6,1.0208263358027043
450,1,1.1929466692353772
452,3,0.742583899431965
455,1,1.1318717080816194
458,0,0.7397231712993423
460,9,1.1199667372699327
462,0,0.8535647801077023
463,5,1.178970373128049
464,0,0.7790986154475461
465,6,0.6799978567072221
466,1,0.8451283625549588
467,7,1.0256489100933988
468,7,1.1200061579557972
470,1,1.2399015032852698
471,9,0.9970926583340782
472,2,1.2044938812065091
473,0,0.8026122803593249
474,5,1.0343326156367663
476,2,1.055844611308703
477,2,0.6989620986756749
479,3,0.8725783660971586
480,5,0.7033568686011642
482,9,1.2752401581551107
485,8,0.8806977631965739
488,6,0.8249502211009526
490,3,0.7822761735840728
492,1,1.2612511914912348
495,3,0.6515056036039568
496,5,0.9117318045030153
497,7,1.3346665516861584
499,8,0.7257217355406913
500,3,1.3376348114140006
501,9,1.1542476017075636
503,8,1.0730160307495271
505,7,1.2523134643354972
506,6,1.0181085970454025
507,1,1.1251382370329834
509,3,0.7374089969114139
510,1,1.0319856973949375
511,7,1.2564387407810065
512,5,0.9843481302648618
514,5,1.215654405552667
515,2,0.681991371416292
516,5,0.8552173945082017
518,7,1.2187253362950652
519,0,0.7293213410590851
521,7,0.8412352570587849
523,5,1.2058442066192379
527,0,1.0031478866293533
531,4,1.0949126530659383
532,8,0.7880864661114875
533,1,1.152301151010336
535,1,1.1795261553117753
536,6,1.2216539269905553
537,5,1.2367112921914267
539,8,0.685980257256631
540,3,1.1964444571884925
541,4,1.067243374702271
542,0,0.7250539919187217
543,5,1.2079219227169267
544,5,0.6685988399741959
545,8,0.8268331577808932
547,6,1.1135450028071996
548,2,0.7362264028810923
549,3,0.8061756966321822
550,9,1.219676519720396
553,1,1.1265044085631697
554,5,0.7785515729048549
555,2,0.734426919340973
557,3,0.6449315841210308
558,2,1.125284014040782
560,7,1.2366776337961412
562,7,1.3695195237052322
564,4,1.20071508811805
566,9,1.343745894190946
567,7,1.3219276155586799
569,4,0.8544494775305076
570,2,0.663957008543555
571,8,0.8715448603470253
575,8,1.0475116160664464
582,0,0.8202321646892194
583,9,1.227549640466742
584,2,1.258605184284673
587,1,1.0824313547333517
590,4,1.0089501056544867
591,2,0.8014731910750066
593,1,1.1227261191652207
594,8,0.919429856214158
596,0,0.6973076436747018
598,6,0.8033033117063826
599,7,1.1909670828106464
601,9,1.1934169360692204
604,1,0.6948179602493683
605,4,0.8603143820152233
606,4,0.8424137909930771
607,6,0.8273243436305722
610,5,1.1716637797524325
611,7,1.2303173296155434
613,3,1.033654761260925
615,8,1.2838430922173383
616,4,0.7725700188605368
617,7,1.2260922531363088
620,5,0.743336498313097
621,9,1.1848961265908329
622,5,0.6320322978614266
626,9,0.6368207909555452
627,8,1.2716707645661083
628,8,0.9833185728732329
629,3,0.9202943107774066
631,9,1.1854593057028333
632,7,1.1117932265948614
633,0,0.62023962140537
634,7,1.1878949822506681
635,5,0.7387919697822966
636,7,1.2105450817744203
638,1,1.1134606924613766
639,0,0.6363871935149719
641,9,1.23438235407657
642,2,0.7165069700599616
644,7,1.2940530659387617
645,3,0.6937359735462831
647,4,1.0748649152098173
649,6,0.9168144664590231
650,2,1.2277390058407784
651,7,1.206702150184568
653,5,1.132833614126624
654,7,1.305625694317546
656,0,0.7425572665997467
660,6,1.2436676129748256
662,0,0.8624399109851704
663,4,1.1642092514395999
665,6,0.6455086440046027
669,0,0.6540011457328991
671,1,1.1675796981050195
672,6,0.9515163910251352
673,2,0.760758257567862
675,3,0.9733354784581819
680,4,0.9717533186833687
682,4,1.094679706481436
683,7,0.9722691457064616
685,0,0.6558193959684606
685,8,0.9039839088842669
686,7,1.3506926337979996
688,2,1.274578561280392
689,0,0.6713416570475673
690,5,1.0190827660610304
691,1,1.0780922769447536
696,2,1.2287687002232974
697,4,0.9982608671248026
699,5,0.76810103781612
701,6,0.6826055604136031
703,7,1.0078106506139466
710,1,1.1014197781178752
711,1,1.1689694889324531
713,2,0.6799408885405628
714,2,1.3242957146390313
715,3,0.732910990252786
716,2,0.770782409144998
718,4,1.2901312074238223
720,8,1.3113553799803312
723,7,1.0417163026614535
725,8,0.7123105457916281
726,8,1.1543204195443941
730,7,1.1232445822507038
731,3,0.9096621395703595
732,2,0.640447632980471
733,0,0.784755143641182
734,8,0.6853969298739281
735,6,0.9365137479807785
736,8,1.175941156281179
737,6,0.655349818493876
741,9,1.0409787090196174
745,0,0.7209075176946961
746,4,1.2068792040437255
747,1,1.0867764013047885
748,5,1.02974787240781
750,7,1.3639642498720794
751,5,0.7155749399590243
752,3,0.8723223987961436
754,4,0.8796126694801065
755,9,0.8908535675236329
756,8,0.8143172101739192
757,5,0.6564872936535409
758,8,0.5812595656918955
760,3,0.9348961261412054
761,8,0.702754252567729
763,9,0.6950830345778528
764,9,0.857247193025741
765,1,1.130537603872641
766,8,0.6750841283937098
767,3,1.014576028255452
770,6,1.1172241877473472
771,5,0.9134685980674997
772,9,0.724464650255294
773,7,1.1999844046414618
778,5,0.7194180832871412
780,1,1.196728912407018
781,0,0.7129419270162133
782,9,1.410840986301288
783,1,1.1017627590044745
785,6,0.8968313470741666
786,7,1.2268794727103227
788,9,1.1123661832066278
790,0,0.7104519639944814
791,8,0.6856021415055906
792,8,0.7051007004152353
793,9,0.9990754080140263
794,6,0.7969522581556371
795,7,1.1265698158225714
797,4,0.8244595389442618
798,7,1.366827056196829
799,5,0.9066888858619029
801,2,1.0591900704861597
802,6,0.9513790521104092
808,3,1.4133699539532645
809,1,1.1321950006908128
810,6,0.8206606405746099
812,9,1.195754734588953
814,2,0.7344872777108948
816,6,1.1773207931406853
818,0,1.0940628231102938
823,8,0.8170382102796605
824,7,1.4519408046358837
825,0,0.7146576141266653
829,6,0.7352135662078567
830,2,0.7100832004056881
831,8,0.6380015615078347
833,1,1.2082167588950883
834,4,1.1009642007797305
836,5,0.8768554201361608
837,5,0.7534999598757829
838,1,1.1133671892612138
839,7,1.1492649280904794
842,4,0.8208511381386728
843,3,1.0684981238767548
845,5,0.7801640670400819
848,4,1.1297627248062225
851,4,1.050680485804595
854,2,1.1207786854503752
856,3,1.4163863972217954
858,8,1.165772756096794
861,3,0.7962180957969061
865,8,0.6614069703371948
866,2,0.8333097921741399
867,3,0.7311948297045151
871,1,1.134512990842411
873,2,0.8072583581095196
874,3,0.7009694112702431
875,3,0.7074871002235197
876,8,1.3928497640651591
877,4,0.8992706182224597
880,7,0.9996353016822426
883,7,0.9314189391738925
885,8,0.6768929779485554
888,7,1.3187276818589868
890,3,0.9529639960272644
891,1,1.2010938514389151
893,2,0.7169598555396248
894,4,0.8213219255382451
895,3,0.7789967868980544
897,4,0.9827332704167208
899,5,1.0331243577801634
900,9,1.052289999961295
902,9,0.9584906704880952
903,0,0.7510072490649046
905,1,1.160296506339755
908,7,1.1774655939384355
909,3,0.6989272451265939
911,7,0.9526614491850549
912,5,1.4362947462908202
913,8,0.6725440194887108
914,4,0.9452157237972859
915,5,1.1812250632146981
916,5,0.635484299135164
919,1,1.1155069122984551
920,1,1.3189430632044075
921,5,1.0453260412874583
922,6,1.15701200172888
923,8,0.6995062526816346
925,8,0.6768676707573834
926,4,0.8398930175631157
928,7,1.3267179454010238
929,9,0.8306727166858768
931,2,0.736560770918094
934,7,1.0183638911725346
936,7,1.4046673791358109
938,2,1.069495494942118
939,6,1.1298544176920993
940,9,1.0609851507839547
941,1,0.9097684629335081
943,0,1.0026167516395383
944,6,0.7051720153201032
947,5,1.1191944323852057
948,7,0.9565213397096896
949,0,0.693107676004605
950,7,0.8658181216658146
951,1,1.099588412376437
952,0,1.0226247885374193
953,3,0.8066106139978586
955,6,1.2042429773790386
956,5,1.0098849269933943
957,0,0.847427482955558
959,1,1.0363983570705275
965,0,0.8241361170240284
966,3,1.170430274702044
968,7,1.2446473367305437
970,5,0.9486054661479664
971,7,1.2929107209393038
972,8,0.8146667850508148
973,6,1.0243259886463842
975,3,0.6472977576335529
976,8,0.9027078189474171
977,6,1.0647496916042147
979,0,0.7556753867677427
981,7,0.777098814063602
982,1,1.3196490491037198
983,3,0.7673703885253853
984,0,0.8437673384366751
985,5,1.1120184586206248
989,2,0.6716001946745124
990,4,0.893566833350885
991,4,0.9873860237989923
994,7,1.0928829336992776
997,0,0.7921324612961719
1002,1,0.7568078125082778
1003,1,0.9821513958535107
1004,4,1.0839640265765322
1005,9,0.7061183768994655
1008,4,1.0048089474197481
1009,8,1.1641657425988265
1012,1,1.1006096142996573
1013,8,1.1696459230488792
1015,0,0.9887141314088772
1018,0,0.6393346520167428
1020,6,1.1324170548615797
1021,3,1.1898106545763163
1022,7,0.9710896446315115
1023,7,1.2506748417479978
1024,5,1.4159889569347088
1025,8,1.1337394971493209
1026,8,0.867618954625879
1027,9,1.2135491741595605
1031,1,0.8653253640499947
1032,5,1.1079808873207797
1033,2,0.8844415480081422
1034,2,1.175142443891339
1035,3,0.9483053247942392
1036,9,1.1825170968038672
1038,9,1.1843076797352412
1039,5,1.0892327071685983
1041,6,1.012041569785188
1044,1,1.1722053924761084
1046,0,0.7509687960624671
1047,2,0.7038529781384515
1049,0,1.0066755135874172
1051,1,1.0414524498211317
1054,7,1.1264561527698784
1057,7,1.2038922800946872
1059,8,0.9544326905746378
1060,1,1.1733378088064768
1063,8,1.1995101053746848
1065,1,0.8933609905053832
1066,9,1.17754820434426
1067,8,0.7077588459318161
1069,1,1.0935858319598268
1070,6,1.3981410042831
1075,7,0.939796665794671
1076,0,0.6618088273771701
1077,3,0.823066575125882
1080,1,0.602970872138803
1081,1,1.059412086919249
1082,7,1.2647352864370953
1083,9,0.8445684774959297
1084,1,1.193617540732251
1085,1,1.026073108380495
1086,8,1.2648425611405927
1087,5,0.9231516861426986
1088,7,0.8707543072360487
1089,5,1.117127653295729
1090,0,0.8133457963238898
1091,6,0.6993707971757581
1093,0,0.7903529262340916
1095,1,0.9392753286875907
1098,4,1.084344665901916
1101,8,0.8782413098957849
1102,0,0.9778508324430869
1103,9,0.7828537786689267
1104,5,1.0510655673930098
1105,8,0.66344332861987
1106,7,1.3137631961073073
1107,0,0.789612819269485
1108,3,0.608759047010688
1110,4,1.2734624197170645
1111,5,0.973940470406331
1114,7,1.148780962089409
1115,1,1.0895357985702518
1116,9,0.8707670799126214
1117,6,1.2960301065898117
1118,1,1.0512969029122226
1119,3,0.8491014637924069
1120,8,1.0960559410854394
1121,3,0.8237500065293787
1123,1,0.9791767039853084
1126,7,0.9834976785856784
1127,7,0.9777006853139317
1128,0,0.9068225589655934
1132,1,1.0109603899966113
1133,4,0.9045114000095877
1134,2,0.7105676152810652
1135,5,1.0375710657527464
1137,0,0.8869712900991914
1139,6,0.9204306748305698
1140,2,0.9702132950526439
1142,9,1.2029432953031338
1143,2,1.162870481218122
1144,3,1.1591964352624493
1146,6,1.1509367644538175
1147,9,1.0687793668865821
1148,1,1.1063377715627014
1150,3,1.1165300893267618
1151,3,0.7958749320080389
1152,0,0.7320350757340122
1153,7,1.2448011030451267
1154,7,0.9887064803173145
1155,1,0.896972851558963
1156,7,1.3733181675666775
1159,6,0.998489750609849
1160,4,1.3551262821842487
1161,9,1.1793921044679145
1162,5,0.7224441381127449
1164,4,1.346972131564489
1165,2,1.080512906008384
1166,7,1.1418262583505625
1167,9,1.1242356464388668
1168,0,0.9113493622836812
1169,9,1.1832551217381682
1170,8,0.8960443878289481
1171,4,0.9584056435068997
1172,4,1.255648476372173
1173,9,1.3240293569837052
1175,2,1.1082616392433087
1179,0,0.7784289579257074
1180,4,0.7195713516149447
